2025-07-31 19:28:15,694 - __main__ - INFO - Starting batch simulation: batch_20250731_192815
2025-07-31 19:28:15,694 - __main__ - INFO - Configuration: /Users/Aadi/Desktop/playground/multiagent/information/information_asymmetry_simulation/config.yaml
2025-07-31 19:28:15,694 - __main__ - INFO - Number of simulations: 3
2025-07-31 19:28:15,694 - __main__ - INFO - Output directory: logs/batch_20250731_192815
2025-07-31 19:28:15,694 - __main__ - INFO - Running 3 simulations sequentially
2025-07-31 19:28:15,694 - __main__ - INFO - Progress: 1/3 (33.3%)
2025-07-31 19:28:15,694 - __main__ - INFO - Starting simulation_001
2025-07-31 19:28:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:16,260 - __main__ - INFO - Starting simulation...
2025-07-31 19:28:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:16,260 - simulation.simulation - INFO - Starting simulation...
2025-07-31 19:28:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:16,260 - simulation.simulation - INFO - Starting round 1/10
2025-07-31 19:28:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:16,260 - simulation.simulation - INFO - Round 1 turn order: agent_10, agent_9, agent_1, agent_2, agent_3, agent_5, agent_4, agent_8, agent_7, agent_6
2025-07-31 19:28:26,619 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:26,618 - simulation.agent.agent_10 - INFO - Agent agent_10 action: send_message
2025-07-31 19:28:26,620 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:26,618 - simulation.agent.agent_10 - INFO - Agent agent_10 action: send_message
2025-07-31 19:28:26,620 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:26,618 - simulation.agent.agent_10 - INFO - Agent agent_10 action: send_message
2025-07-31 19:28:42,044 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:42,044 - simulation.agent.agent_9 - INFO - Agent agent_9 action: send_information
2025-07-31 19:28:42,045 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:42,044 - simulation.agent.agent_9 - INFO - Agent agent_9 action: send_message
2025-07-31 19:28:42,045 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:42,044 - simulation.agent.agent_9 - INFO - Agent agent_9 action: send_message
2025-07-31 19:28:42,045 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:42,044 - simulation.agent.agent_9 - INFO - Agent agent_9 action: send_message
2025-07-31 19:28:42,045 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:42,044 - simulation.agent.agent_9 - INFO - Agent agent_9 action: send_message
2025-07-31 19:28:52,366 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:52,365 - simulation.agent.agent_1 - INFO - Agent agent_1 action: send_information
2025-07-31 19:28:52,366 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:52,366 - simulation.agent.agent_1 - INFO - Agent agent_1 action: send_message
2025-07-31 19:28:52,366 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:52,366 - simulation.agent.agent_1 - INFO - Agent agent_1 action: send_message
2025-07-31 19:28:52,366 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:52,366 - simulation.agent.agent_1 - INFO - Agent agent_1 action: send_message
2025-07-31 19:28:52,366 - __main__ - INFO -   [simulation_001] 2025-07-31 19:28:52,366 - simulation.agent.agent_1 - INFO - Agent agent_1 action: send_message
2025-07-31 19:29:04,487 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:04,486 - simulation.agent.agent_2 - INFO - Agent agent_2 action: send_information
2025-07-31 19:29:04,487 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:04,487 - simulation.agent.agent_2 - INFO - Agent agent_2 action: send_information
2025-07-31 19:29:04,487 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:04,487 - simulation.agent.agent_2 - INFO - Agent agent_2 action: send_message
2025-07-31 19:29:04,487 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:04,487 - simulation.agent.agent_2 - INFO - Agent agent_2 action: send_message
2025-07-31 19:29:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:16,260 - simulation.agent.agent_3 - INFO - Agent agent_3 action: send_message
2025-07-31 19:29:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:16,260 - simulation.agent.agent_3 - INFO - Agent agent_3 action: send_message
2025-07-31 19:29:16,260 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:16,260 - simulation.agent.agent_3 - INFO - Agent agent_3 action: send_message
2025-07-31 19:29:30,699 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:30,698 - simulation.agent.agent_5 - INFO - Agent agent_5 action: send_message
2025-07-31 19:29:30,699 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:30,699 - simulation.agent.agent_5 - INFO - Agent agent_5 action: send_message
2025-07-31 19:29:30,699 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:30,699 - simulation.agent.agent_5 - INFO - Agent agent_5 action: send_message
2025-07-31 19:29:30,699 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:30,699 - simulation.agent.agent_5 - INFO - Agent agent_5 action: send_message
2025-07-31 19:29:30,699 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:30,699 - simulation.agent.agent_5 - INFO - Agent agent_5 action: send_information
2025-07-31 19:29:30,699 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:30,699 - simulation.agent.agent_5 - INFO - Agent agent_5 action: send_information
2025-07-31 19:29:40,630 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:40,630 - simulation.agent.agent_4 - INFO - Agent agent_4 action: send_information
2025-07-31 19:29:40,631 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:40,630 - simulation.agent.agent_4 - INFO - Agent agent_4 action: send_message
2025-07-31 19:29:40,631 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:40,631 - simulation.agent.agent_4 - INFO - Agent agent_4 action: send_message
2025-07-31 19:29:40,631 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:40,631 - simulation.agent.agent_4 - INFO - Agent agent_4 action: send_message
2025-07-31 19:29:40,631 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:40,631 - simulation.agent.agent_4 - INFO - Agent agent_4 action: send_message
2025-07-31 19:29:59,728 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,728 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_information
2025-07-31 19:29:59,729 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,728 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_information
2025-07-31 19:29:59,729 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,728 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_information
2025-07-31 19:29:59,729 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,728 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_information
2025-07-31 19:29:59,729 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,728 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_information
2025-07-31 19:29:59,729 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,729 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_information
2025-07-31 19:29:59,729 - __main__ - INFO -   [simulation_001] 2025-07-31 19:29:59,729 - simulation.agent.agent_8 - INFO - Agent agent_8 action: send_message
